FullName,Email,Phone,TransactionType,Amount,TransactionDate,AccountType,Balance,OpeningDate,LoanAmount,LoanType,StartDate,EndDate,InterestRate,FirstName,LastName
Eric Anderson,spencer16@example.com,851-945-5888,deposit,253.14,2022-02-25,Savings,1308.27,2022-08-15,0.0,Unknown,,,0.0,Eric,Anderson
David Rasmussen,fburns@example.net,9347152436,withdrawal,47.27,2021-03-13,Checking,7244.31,2021-04-10,0.0,Unknown,,,0.0,David,Rasmussen
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,242.61,2019-05-18,Checking,3929.98,2019-05-20,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84,Cody,Jenkins
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,242.61,2019-05-18,Checking,3929.98,2019-05-20,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64,Cody,Jenkins
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,deposit,276.36,2022-01-05,Credit,9868.28,2019-07-25,42684.76,Personal,2024-01-15,2048-02-15 04:59:17.905910,1.96,Jeremy,Jacobs
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,withdrawal,412.97,2022-09-21,Credit,9868.28,2019-07-25,42684.76,Personal,2024-01-15,2048-02-15 04:59:17.905910,1.96,Jeremy,Jacobs
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,419.62,2019-12-17,Checking,2161.94,2021-11-06,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84,Eric,Phillips
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,419.62,2019-12-17,Checking,2161.94,2021-11-06,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41,Eric,Phillips
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,419.62,2019-12-17,Checking,2161.94,2021-11-06,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85,Eric,Phillips
Richard Adams,wurobert@example.com,381.345.0592x7366,deposit,79.55,2020-01-26,Checking,5238.53,2020-06-11,19985.5,Mortgage,2019-06-24,2027-08-14 04:59:17.912267,5.01,Richard,Adams
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,deposit,35.23,2020-05-30,Credit,3020.06,2020-11-22,37877.78,Auto,2019-05-29,2047-09-15 04:59:17.906790,1.93,Adam,Mcgee
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,deposit,35.23,2020-05-30,Credit,3020.06,2020-11-22,11928.9,Personal,2020-04-16,2035-09-03 04:59:17.908237,3.05,Adam,Mcgee
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,deposit,35.23,2020-05-30,Credit,3020.06,2020-11-22,22108.89,Personal,2022-10-19,2026-08-27 04:59:17.913608,6.6,Adam,Mcgee
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,266.37,2021-01-08,Savings,2391.9,2020-09-17,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84,Eric,Phillips
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,266.37,2021-01-08,Savings,2391.9,2020-09-17,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41,Eric,Phillips
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,266.37,2021-01-08,Savings,2391.9,2020-09-17,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85,Eric,Phillips
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,63.76,2021-07-31,Credit,5566.77,2022-02-27,7941.64,Mortgage,2023-12-12,2032-05-21 04:59:17.907878,2.2,Wesley,Martinez
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,63.76,2021-07-31,Credit,5566.77,2022-02-27,47272.64,Personal,2021-04-06,2028-09-24 04:59:17.910773,5.35,Wesley,Martinez
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,108.63,2019-08-13,Checking,4000.76,2023-09-17,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8,Sharon,Dunn
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,108.63,2019-08-13,Checking,4000.76,2023-09-17,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42,Sharon,Dunn
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,108.63,2019-08-13,Checking,4000.76,2023-09-17,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4,Sharon,Dunn
Richard Pearson,anthonyholloway@example.net,458.559.1555x601,withdrawal,279.56,2019-11-17,Credit,2920.52,2023-12-09,0.0,Unknown,,,0.0,Richard,Pearson
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,217.1,2021-04-13,Checking,4000.76,2023-09-17,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8,Sharon,Dunn
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,217.1,2021-04-13,Checking,4000.76,2023-09-17,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42,Sharon,Dunn
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,217.1,2021-04-13,Checking,4000.76,2023-09-17,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4,Sharon,Dunn
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,312.66,2020-10-02,Checking,5910.76,2019-04-02,35885.02,Auto,2023-10-06,2037-08-19 04:59:17.906679,5.32,Heather,Williams
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,312.66,2020-10-02,Checking,5910.76,2019-04-02,39301.99,Mortgage,2019-05-19,2039-11-28 04:59:17.908705,7.19,Heather,Williams
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,312.66,2020-10-02,Checking,5910.76,2019-04-02,10490.65,Auto,2023-06-01,2032-09-14 04:59:17.910580,2.46,Heather,Williams
Peter Callahan,miranda13@example.org,+1-790-969-3518,withdrawal,435.52,2019-10-26,Savings,5436.03,2019-04-30,32850.56,Personal,2021-11-24,2030-09-22 04:59:17.907706,2.81,Peter,Callahan
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,407.5,2020-05-22,Credit,856.98,2021-08-09,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89,Sabrina,Juarez
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,421.38,2020-06-16,Credit,444.6,2021-11-01,32428.9,Mortgage,2021-06-24,2050-01-08 04:59:17.907588,2.12,Geoffrey,Banks
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,421.38,2020-06-16,Credit,444.6,2021-11-01,31406.77,Personal,2021-02-27,2038-10-12 04:59:17.907821,4.63,Geoffrey,Banks
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,421.38,2020-06-16,Credit,444.6,2021-11-01,27834.0,Personal,2019-12-05,2037-08-15 04:59:17.909497,2.15,Geoffrey,Banks
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,421.38,2020-06-16,Credit,444.6,2021-11-01,27873.08,Auto,2022-01-19,2037-06-03 04:59:17.913974,7.03,Geoffrey,Banks
Chad Jensen,ambertaylor@example.org,6576129629,deposit,204.48,2023-10-23,Credit,6177.48,2023-12-16,0.0,Unknown,,,0.0,Chad,Jensen
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,313.8,2023-01-13,Checking,7104.71,2023-04-20,37877.78,Auto,2019-05-29,2047-09-15 04:59:17.906790,1.93,Adam,Mcgee
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,313.8,2023-01-13,Checking,7104.71,2023-04-20,11928.9,Personal,2020-04-16,2035-09-03 04:59:17.908237,3.05,Adam,Mcgee
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,313.8,2023-01-13,Checking,7104.71,2023-04-20,22108.89,Personal,2022-10-19,2026-08-27 04:59:17.913608,6.6,Adam,Mcgee
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,477.79,2022-06-08,Savings,7858.64,2020-06-17,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84,Eric,Phillips
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,477.79,2022-06-08,Savings,7858.64,2020-06-17,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41,Eric,Phillips
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,477.79,2022-06-08,Savings,7858.64,2020-06-17,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85,Eric,Phillips
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,425.4,2023-01-12,Savings,4650.84,2022-01-12,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48,Christopher,Harvey
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,425.4,2023-01-12,Savings,4650.84,2022-01-12,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95,Christopher,Harvey
Daniel Edwards,byoung@example.org,+1-615-756-7330,withdrawal,80.8,2021-02-26,Credit,8339.92,2022-10-14,34427.31,Mortgage,2022-07-26,2031-01-18 04:59:17.909902,4.02,Daniel,Edwards
Daniel Edwards,byoung@example.org,+1-615-756-7330,withdrawal,80.8,2021-02-26,Credit,8339.92,2022-10-14,17430.29,Auto,2023-10-16,2045-12-04 04:59:17.910330,2.8,Daniel,Edwards
Daniel Edwards,byoung@example.org,+1-615-756-7330,withdrawal,80.8,2021-02-26,Credit,8339.92,2022-10-14,14964.93,Auto,2020-12-22,2042-10-19 04:59:17.914385,5.33,Daniel,Edwards
Ryan Alexander,loganjohn@example.org,900.377.1792x148,withdrawal,341.31,2020-01-16,Credit,3020.69,2019-08-13,18162.6,Personal,2023-11-09,2028-11-08 04:59:17.906084,2.12,Ryan,Alexander
Brian Scott,marquezgeorge@example.org,001-925-602-1058x78333,deposit,322.46,2024-01-10,Savings,3935.69,2023-04-29,0.0,Unknown,,,0.0,Brian,Scott
Danny Brown,michellearnold@example.org,824-606-7014x9045,withdrawal,306.9,2020-10-11,Savings,9573.53,2021-09-05,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43,Danny,Brown
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,495.69,2019-05-14,Savings,723.3,2020-12-31,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84,Cody,Jenkins
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,495.69,2019-05-14,Savings,723.3,2020-12-31,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64,Cody,Jenkins
David Rasmussen,fburns@example.net,9347152436,withdrawal,476.38,2020-11-09,Checking,7244.31,2021-04-10,0.0,Unknown,,,0.0,David,Rasmussen
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,78.04,2023-05-28,Savings,9139.78,2023-01-03,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89,Sabrina,Juarez
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,111.97,2023-08-20,Credit,5566.77,2022-02-27,7941.64,Mortgage,2023-12-12,2032-05-21 04:59:17.907878,2.2,Wesley,Martinez
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,111.97,2023-08-20,Credit,5566.77,2022-02-27,47272.64,Personal,2021-04-06,2028-09-24 04:59:17.910773,5.35,Wesley,Martinez
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,352.55,2022-04-22,Savings,4315.64,2023-04-09,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52,Tommy,Brooks
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,432.29,2020-10-22,Checking,4653.15,2022-08-19,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58,Sarah,Green
Charles Wise,campossarah@example.net,532.804.9131x538,deposit,49.09,2022-10-13,Credit,2586.78,2023-03-06,20109.87,Auto,2021-06-30,2053-07-24 04:59:17.906568,4.66,Charles,Wise
Kim Stone,garrett28@example.org,001-668-236-9938,deposit,64.83,2020-12-13,Savings,7446.25,2023-10-29,0.0,Unknown,,,0.0,Kim,Stone
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,withdrawal,101.78,2019-09-04,Checking,9461.84,2021-05-11,0.0,Unknown,,,0.0,Jasmin,Palmer
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,122.48,2021-09-07,Credit,856.98,2021-08-09,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89,Sabrina,Juarez
Kim Stone,garrett28@example.org,001-668-236-9938,deposit,177.25,2020-11-08,Savings,6995.71,2019-04-05,0.0,Unknown,,,0.0,Kim,Stone
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,266.18,2020-01-11,Checking,4532.51,2022-09-08,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89,Sabrina,Juarez
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,118.19,2021-10-12,Checking,9213.84,2023-03-16,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8,Sharon,Dunn
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,118.19,2021-10-12,Checking,9213.84,2023-03-16,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42,Sharon,Dunn
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,118.19,2021-10-12,Checking,9213.84,2023-03-16,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4,Sharon,Dunn
Shelby Smith,carolyn11@example.com,580.272.0301x65432,deposit,217.46,2020-09-03,Savings,9711.25,2019-03-01,0.0,Unknown,,,0.0,Shelby,Smith
David Rasmussen,fburns@example.net,9347152436,deposit,77.54,2023-11-27,Checking,6560.6,2022-06-01,0.0,Unknown,,,0.0,David,Rasmussen
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,399.36,2022-04-08,Savings,4650.84,2022-01-12,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48,Christopher,Harvey
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,399.36,2022-04-08,Savings,4650.84,2022-01-12,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95,Christopher,Harvey
Crystal Burns,jbarry@example.net,001-295-729-2302,withdrawal,180.71,2021-06-23,Savings,1377.35,2022-05-28,0.0,Unknown,,,0.0,Crystal,Burns
Kayla Blair,hmcmillan@example.com,(500)245-2355,withdrawal,164.47,2023-04-10,Credit,646.6,2020-09-20,0.0,Unknown,,,0.0,Kayla,Blair
Eric Anderson,spencer16@example.com,851-945-5888,deposit,499.03,2019-02-09,Savings,3308.76,2019-09-02,0.0,Unknown,,,0.0,Eric,Anderson
Daniel Ballard,laura73@example.com,(890)775-8199,withdrawal,174.11,2023-03-07,Savings,6248.9,2023-04-07,38402.89,Mortgage,2020-05-25,2048-01-31 04:59:17.906735,4.64,Daniel,Ballard
Daniel Ballard,laura73@example.com,(890)775-8199,withdrawal,174.11,2023-03-07,Savings,6248.9,2023-04-07,20567.09,Personal,2019-11-29,2051-05-06 04:59:17.909159,4.29,Daniel,Ballard
Daniel Ballard,laura73@example.com,(890)775-8199,withdrawal,174.11,2023-03-07,Savings,6248.9,2023-04-07,32936.11,Mortgage,2020-12-25,2025-03-21 04:59:17.912443,6.22,Daniel,Ballard
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,withdrawal,378.17,2021-05-27,Credit,5566.77,2022-02-27,7941.64,Mortgage,2023-12-12,2032-05-21 04:59:17.907878,2.2,Wesley,Martinez
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,withdrawal,378.17,2021-05-27,Credit,5566.77,2022-02-27,47272.64,Personal,2021-04-06,2028-09-24 04:59:17.910773,5.35,Wesley,Martinez
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,174.73,2020-03-28,Credit,9382.52,2022-08-17,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89,Sabrina,Juarez
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,477.95,2022-12-05,Checking,3929.98,2019-05-20,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84,Cody,Jenkins
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,477.95,2022-12-05,Checking,3929.98,2019-05-20,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64,Cody,Jenkins
Anthony Ray,desiree14@example.org,714-779-4050,withdrawal,157.48,2019-05-29,Checking,9940.6,2019-05-16,19635.04,Personal,2021-08-02,2026-01-11 04:59:17.907934,4.89,Anthony,Ray
Anthony Ray,desiree14@example.org,714-779-4050,withdrawal,157.48,2019-05-29,Checking,9940.6,2019-05-16,42324.23,Mortgage,2023-04-04,2042-03-23 04:59:17.909368,5.25,Anthony,Ray
Lauren Gray,kenneth99@example.net,218.715.2894x614,withdrawal,85.33,2022-11-19,Checking,4765.84,2022-02-19,48933.91,Auto,2020-08-06,2036-11-01 04:59:17.905052,4.43,Lauren,Gray
Lauren Gray,kenneth99@example.net,218.715.2894x614,withdrawal,85.33,2022-11-19,Checking,4765.84,2022-02-19,47062.38,Mortgage,2019-10-22,2047-01-26 04:59:17.909784,6.27,Lauren,Gray
Eric Anderson,spencer16@example.com,851-945-5888,withdrawal,445.89,2020-02-02,Checking,8922.24,2023-04-14,0.0,Unknown,,,0.0,Eric,Anderson
Danny Brown,michellearnold@example.org,824-606-7014x9045,deposit,481.43,2020-01-08,Checking,5816.22,2023-09-20,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43,Danny,Brown
Crystal George,james32@example.com,(934)652-9829,withdrawal,239.09,2023-04-23,Checking,4814.99,2023-11-02,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29,Crystal,George
Crystal George,james32@example.com,(934)652-9829,withdrawal,239.09,2023-04-23,Checking,4814.99,2023-11-02,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27,Crystal,George
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,269.26,2023-11-12,Credit,4250.13,2020-09-19,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48,Christopher,Harvey
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,269.26,2023-11-12,Credit,4250.13,2020-09-19,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95,Christopher,Harvey
Sarah Green,lnelson@example.net,(390)584-3409x128,withdrawal,460.21,2020-09-04,Checking,4653.15,2022-08-19,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58,Sarah,Green
Crystal George,james32@example.com,(934)652-9829,withdrawal,172.12,2023-02-19,Checking,8090.41,2021-03-08,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29,Crystal,George
Crystal George,james32@example.com,(934)652-9829,withdrawal,172.12,2023-02-19,Checking,8090.41,2021-03-08,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27,Crystal,George
Chad Jensen,ambertaylor@example.org,6576129629,withdrawal,243.54,2023-10-11,Credit,6177.48,2023-12-16,0.0,Unknown,,,0.0,Chad,Jensen
Jose Davis,adam18@example.com,001-372-794-0132x70818,deposit,454.61,2022-03-20,Checking,9908.2,2022-07-19,0.0,Unknown,,,0.0,Jose,Davis
Carly Mitchell,zachary24@example.org,(728)923-5061,deposit,161.07,2023-01-21,Checking,6878.1,2019-12-18,8056.59,Mortgage,2019-11-16,2032-12-12 04:59:17.905853,7.33,Carly,Mitchell
Kyle Ortiz,lambjacqueline@example.net,(863)835-2860,deposit,365.0,2023-06-24,Checking,2448.6,2022-11-04,14463.85,Auto,2019-09-25,2043-01-23 04:59:17.905321,6.45,Kyle,Ortiz
Kyle Ortiz,lambjacqueline@example.net,(863)835-2860,deposit,365.0,2023-06-24,Checking,2448.6,2022-11-04,19565.92,Mortgage,2022-11-28,2050-11-01 04:59:17.911191,3.28,Kyle,Ortiz
Kyle Ortiz,lambjacqueline@example.net,(863)835-2860,deposit,365.0,2023-06-24,Checking,2448.6,2022-11-04,8170.0,Personal,2019-10-13,2031-10-24 04:59:17.912604,3.53,Kyle,Ortiz
Charles Wise,campossarah@example.net,532.804.9131x538,withdrawal,88.95,2022-11-15,Credit,2586.78,2023-03-06,20109.87,Auto,2021-06-30,2053-07-24 04:59:17.906568,4.66,Charles,Wise
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,411.8,2022-02-13,Savings,1443.64,2020-05-30,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89,Deborah,Jenkins
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,411.8,2022-02-13,Savings,1443.64,2020-05-30,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66,Deborah,Jenkins
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,411.8,2022-02-13,Savings,1443.64,2020-05-30,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83,Deborah,Jenkins
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,170.94,2020-01-30,Savings,9139.78,2023-01-03,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89,Sabrina,Juarez
Carol Miller,yfisher@example.org,6088279027,deposit,69.89,2020-04-15,Savings,2470.66,2020-10-06,0.0,Unknown,,,0.0,Carol,Miller
Carol Miller,yfisher@example.org,6088279027,deposit,26.87,2024-01-06,Savings,5652.16,2019-08-12,0.0,Unknown,,,0.0,Carol,Miller
Desiree Nelson,johnsonhaley@example.com,231.515.3313,deposit,299.31,2020-12-30,Checking,6389.31,2021-04-28,37664.6,Mortgage,2022-12-21,2033-01-26 04:59:17.906957,4.45,Desiree,Nelson
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,deposit,146.5,2019-08-08,Checking,2099.71,2021-11-11,0.0,Unknown,,,0.0,Robert,Brown
Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,withdrawal,162.0,2021-03-07,Credit,1432.24,2023-02-20,36095.18,Personal,2020-01-18,2037-07-08 04:59:17.907126,4.43,Vincent,Patel
Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,withdrawal,162.0,2021-03-07,Credit,1432.24,2023-02-20,13231.5,Auto,2021-02-11,2029-08-28 04:59:17.907471,5.89,Vincent,Patel
Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,withdrawal,162.0,2021-03-07,Credit,1432.24,2023-02-20,34771.89,Mortgage,2020-09-07,2031-08-16 04:59:17.913676,6.08,Vincent,Patel
Valerie Cuevas,brookscrystal@example.org,760-896-1814x1067,deposit,151.28,2023-12-22,Savings,8330.83,2024-01-23,26282.21,Auto,2020-01-09,2049-11-06 04:59:17.907764,3.51,Valerie,Cuevas
Valerie Cuevas,brookscrystal@example.org,760-896-1814x1067,deposit,151.28,2023-12-22,Savings,8330.83,2024-01-23,40432.8,Mortgage,2023-10-18,2052-01-14 04:59:17.913174,4.29,Valerie,Cuevas
Valerie Cuevas,brookscrystal@example.org,760-896-1814x1067,deposit,151.28,2023-12-22,Savings,8330.83,2024-01-23,49124.49,Auto,2022-11-05,2031-07-07 04:59:17.914897,5.58,Valerie,Cuevas
Kimberly Fox,zcain@example.org,(970)563-6992x24062,withdrawal,300.94,2022-05-18,Credit,5498.05,2023-03-21,25100.13,Mortgage,2021-05-10,2046-11-02 04:59:17.905625,7.29,Kimberly,Fox
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,380.93,2022-05-10,Credit,4250.13,2020-09-19,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48,Christopher,Harvey
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,380.93,2022-05-10,Credit,4250.13,2020-09-19,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95,Christopher,Harvey
Kim Stone,garrett28@example.org,001-668-236-9938,withdrawal,413.78,2020-04-27,Savings,6995.71,2019-04-05,0.0,Unknown,,,0.0,Kim,Stone
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,23.87,2020-05-18,Checking,7800.33,2023-09-17,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89,Deborah,Jenkins
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,23.87,2020-05-18,Checking,7800.33,2023-09-17,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66,Deborah,Jenkins
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,23.87,2020-05-18,Checking,7800.33,2023-09-17,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83,Deborah,Jenkins
Danny Brown,michellearnold@example.org,824-606-7014x9045,withdrawal,241.7,2021-10-12,Savings,9418.14,2021-01-26,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43,Danny,Brown
Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,withdrawal,25.71,2022-04-09,Credit,5981.73,2020-06-08,0.0,Unknown,,,0.0,Stacy,Oliver
Peter Callahan,miranda13@example.org,+1-790-969-3518,withdrawal,307.91,2023-05-16,Savings,5436.03,2019-04-30,32850.56,Personal,2021-11-24,2030-09-22 04:59:17.907706,2.81,Peter,Callahan
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,deposit,392.1,2022-12-18,Credit,8439.15,2020-11-05,0.0,Unknown,,,0.0,Martha,Smith
Crystal George,james32@example.com,(934)652-9829,deposit,377.49,2019-09-20,Checking,4814.99,2023-11-02,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29,Crystal,George
Crystal George,james32@example.com,(934)652-9829,deposit,377.49,2019-09-20,Checking,4814.99,2023-11-02,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27,Crystal,George
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,346.83,2023-07-03,Checking,2161.94,2021-11-06,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84,Eric,Phillips
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,346.83,2023-07-03,Checking,2161.94,2021-11-06,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41,Eric,Phillips
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,346.83,2023-07-03,Checking,2161.94,2021-11-06,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85,Eric,Phillips
Kayla Blair,hmcmillan@example.com,(500)245-2355,deposit,111.3,2023-08-16,Savings,3485.52,2022-02-10,0.0,Unknown,,,0.0,Kayla,Blair
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,withdrawal,72.82,2024-02-07,Checking,2099.71,2021-11-11,0.0,Unknown,,,0.0,Robert,Brown
Crystal George,james32@example.com,(934)652-9829,withdrawal,383.12,2020-09-26,Checking,8090.41,2021-03-08,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29,Crystal,George
Crystal George,james32@example.com,(934)652-9829,withdrawal,383.12,2020-09-26,Checking,8090.41,2021-03-08,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27,Crystal,George
Scott Collins,veronica19@example.org,001-449-712-6361x791,deposit,345.01,2023-07-10,Savings,5071.66,2021-07-31,47203.82,Auto,2021-06-15,2044-11-15 04:59:17.907182,5.28,Scott,Collins
